0 	0		
0.00050000000000000001 	0		
0.001 	0		
0.0015 	0		
0.002 	0		
0.0025000000000000001 	1		
0.0030000000000000001 	1		
0.0035000000000000001 	0		
0.0040000000000000001 	0		
0.0044999999999999997 	0		
0.0050000000000000001 	0		
0.0054999999999999997 	0		
0.0060000000000000001 	0		
0.0064999999999999997 	0		
0.0070000000000000001 	0		
0.0074999999999999997 	0		
0.0080000000000000002 	0		
0.0085000000000000006 	0		
0.0089999999999999993 	0		
0.0094999999999999998 	0		
0.01 	0		
0.010500000000000001 	0		
0.010999999999999999 	0		
0.0115 	0		
0.012 	0		
0.012500000000000001 	0		
0.012999999999999999 	0		
0.0135 	0		
0.014 	0		
0.014500000000000001 	0		
0.014999999999999999 	0		
0.0155 	0		
0.016 	0		
0.016500000000000001 	0		
0.017000000000000001 	0		
0.017500000000000002 	0		
0.017999999999999999 	0		
0.018499999999999999 	0		
0.019 	0		
0.0195 	0		
0.02 	0		
0.020500000000000001 	0		
0.021000000000000001 	0		
0.021499999999999998 	0		
0.021999999999999999 	0		
0.022499999999999999 	0		
0.023 	0		
0.0235 	0		
0.024 	0		
0.024500000000000001 	0		
0.025000000000000001 	0		
0.025499999999999998 	0		
0.025999999999999999 	0		
0.026499999999999999 	0		
0.027 	0		
0.0275 	0		
0.028000000000000001 	0		
0.028500000000000001 	0		
0.029000000000000001 	0		
0.029499999999999998 	0		
0.029999999999999999 	0		
0.030499999999999999 	0		
0.031 	0		
0.0315 	0		
0.032000000000000001 	0		
0.032500000000000001 	0		
0.033000000000000002 	0		
0.033500000000000002 	0		
0.034000000000000002 	0		
0.034500000000000003 	0		
0.035000000000000003 	0		
0.035499999999999997 	0		
0.035999999999999997 	0		
0.036499999999999998 	0		
0.036999999999999998 	0		
0.037499999999999999 	0		
0.037999999999999999 	0		
0.0385 	0		
0.039 	0		
0.0395 	0		
0.040000000000000001 	0		
0.040500000000000001 	0		
0.041000000000000002 	0		
0.041500000000000002 	0		
0.042000000000000003 	0		
0.042500000000000003 	0		
0.042999999999999997 	0		
0.043499999999999997 	0		
0.043999999999999997 	0		
0.044499999999999998 	0		
0.044999999999999998 	0		
0.045499999999999999 	0		
0.045999999999999999 	0		
0.0465 	0		
0.047 	0		
0.047500000000000001 	0		
0.048000000000000001 	0		
0.048500000000000001 	0		
0.049000000000000002 	0		
0.049500000000000002 	0		
0.050000000000000003 	0		
0.050500000000000003 	0		
0.050999999999999997 	0		
0.051499999999999997 	0		
0.051999999999999998 	0		
0.052499999999999998 	0		
0.052999999999999999 	0		
0.053499999999999999 	0		
0.053999999999999999 	0		
0.0545 	0		
0.055 	0		
0.055500000000000001 	0		
0.056000000000000001 	0		
0.056500000000000002 	0		
0.057000000000000002 	0		
0.057500000000000002 	0		
0.058000000000000003 	0		
0.058500000000000003 	0		
0.058999999999999997 	0		
0.059499999999999997 	0		
0.059999999999999998 	0		
0.060499999999999998 	0		
0.060999999999999999 	0		
0.061499999999999999 	0		
0.062 	0		
0.0625 	0		
0.063 	0		
0.063500000000000001 	0		
0.064000000000000001 	0		
0.064500000000000002 	0		
0.065000000000000002 	0		
0.065500000000000003 	0		
0.066000000000000003 	0		
0.066500000000000004 	0		
0.067000000000000004 	0		
0.067500000000000004 	0		
0.068000000000000005 	0		
0.068500000000000005 	0		
0.069000000000000006 	0		
0.069500000000000006 	0		
0.070000000000000007 	0		
0.070499999999999993 	0		
0.070999999999999994 	0		
0.071499999999999994 	0		
0.071999999999999995 	0		
0.072499999999999995 	0		
0.072999999999999995 	0		
0.073499999999999996 	0		
0.073999999999999996 	0		
0.074499999999999997 	0		
0.074999999999999997 	0		
0.075499999999999998 	0		
0.075999999999999998 	0		
0.076499999999999999 	0		
0.076999999999999999 	0		
0.077499999999999999 	0		
0.078 	0		
0.0785 	0		
0.079000000000000001 	0		
0.079500000000000001 	0		
0.080000000000000002 	0		
0.080500000000000002 	0		
0.081000000000000003 	0		
0.081500000000000003 	0		
0.082000000000000003 	0		
0.082500000000000004 	0		
0.083000000000000004 	0		
0.083500000000000005 	0		
0.084000000000000005 	0		
0.084500000000000006 	0		
0.085000000000000006 	0		
0.085500000000000007 	0		
0.085999999999999993 	0		
0.086499999999999994 	0		
0.086999999999999994 	0		
0.087499999999999994 	0		
0.087999999999999995 	0		
0.088499999999999995 	0		
0.088999999999999996 	0		
0.089499999999999996 	0		
0.089999999999999997 	0		
0.090499999999999997 	0		
0.090999999999999998 	0		
0.091499999999999998 	0		
0.091999999999999998 	0		
0.092499999999999999 	0		
0.092999999999999999 	0		
0.0935 	0		
0.094 	0		
0.094500000000000001 	0		
0.095000000000000001 	0		
0.095500000000000002 	0		
0.096000000000000002 	0		
0.096500000000000002 	0		
0.097000000000000003 	0		
0.097500000000000003 	0		
0.098000000000000004 	0		
0.098500000000000004 	0		
0.099000000000000005 	0		
0.099500000000000005 	0		
0.10000000000000001 	0		
0.10050000000000001 	0		
0.10100000000000001 	0		
0.10150000000000001 	0		
0.10199999999999999 	0		
0.10249999999999999 	1		
0.10299999999999999 	1		
0.10349999999999999 	0		
0.104 	0		
0.1045 	0		
0.105 	0		
0.1055 	0		
0.106 	0		
0.1065 	0		
0.107 	0		
0.1075 	0		
0.108 	0		
0.1085 	0		
0.109 	0		
0.1095 	0		
0.11 	0		
0.1105 	0		
0.111 	0		
0.1115 	0		
0.112 	0		
0.1125 	0		
0.113 	0		
0.1135 	0		
0.114 	0		
0.1145 	0		
0.115 	0		
0.11550000000000001 	0		
0.11600000000000001 	0		
0.11650000000000001 	0		
